{-41.93190383911133 -27.09023666381836 -23.338346481323242} {43.616790771484375 26.9626522064209 27.19693946838379}
{-42.98041915893555 -27.65842056274414 -22.206865310668945} {44.09959411621094 26.81415367126465 26.169118881225586}
{-41.988685607910156 -26.53084373474121 -22.27662467956543} {43.858482360839844 27.413530349731445 25.418859481811523}
{-41.934783935546875 -27.202009201049805 -23.069473266601563} {43.60818099975586 27.27756690979004 26.181608200073242}
{-45.35064697265625 -27.04432487487793 -23.470151901245117} {43.28330993652344 27.766538619995117 25.898401260375977}
{-45.35577392578125 -27.326351165771484 -23.348031997680664} {42.02772903442383 28.659170150756836 25.66658592224121}
{-44.4532356262207 -27.61012077331543 -22.528451919555664} {43.260406494140625 28.334243774414063 24.71180534362793}
{-45.0695686340332 -27.28328514099121 -23.13190269470215} {42.92179489135742 28.17777442932129 24.274513244628906}
{-43.14327621459961 -27.575754165649414 -24.252239227294922} {43.425907135009766 28.07709312438965 24.623790740966797}
{-44.2187614440918 -28.729345321655273 -23.330127716064453} {42.278297424316406 28.46946907043457 24.813508987426758}
{-43.16421127319336 -28.33218765258789 -24.097986221313477} {42.40788269042969 27.96810531616211 24.127561569213867}
{-42.72835922241211 -29.66134262084961 -23.499422073364258} {42.82069778442383 28.408536911010742 25.085613250732422}
{-44.175209045410156 -30.643579483032227 -22.968976974487305} {42.36141586303711 28.890546798706055 24.791492462158203}
{-44.345130920410156 -29.545019149780273 -24.070261001586914} {42.80516815185547 28.39101791381836 24.622596740722656}
{-42.109622955322266 -29.74988555908203 -23.908761978149414} {43.09886169433594 27.463159561157227 24.880210876464844}
{-44.462921142578125 -29.91462516784668 -24.42763328552246} {42.72041320800781 28.897666931152344 24.0997314453125}
{-46.24562072753906 -29.630218505859375 -23.405189514160156} {43.580177307128906 28.447717666625977 23.810298919677734}
{-45.64824676513672 -29.82426643371582 -23.15007209777832} {43.58708572387695 29.12774085998535 23.95962905883789}
{-44.89090347290039 -29.245452880859375 -24.71489143371582} {42.113399505615234 29.52928924560547 23.646699905395508}
{-43.33949279785156 -29.3920955657959 -23.806222915649414} {41.8731803894043 28.758987426757813 25.88207244873047}
{-43.07673263549805 -29.54265785217285 -23.187576293945313} {43.01260757446289 28.122295379638672 23.757341384887695}
{-42.75 -28.0939998626709 -23.479000091552734} {40.13999938964844 27.224000930786133 26.43899917602539}
{-42.75 -28.0939998626709 -23.479000091552734} {40.13999938964844 27.224000930786133 26.43899917602539}
{-42.75 -28.0939998626709 -23.479000091552734} {40.13999938964844 27.224000930786133 26.43899917602539}
